image,mask
volume-65_61.png,segmentation-65_lesionmask_61.png
volume-99_432.png,segmentation-99_lesionmask_432.png
volume-117_400.png,segmentation-117_lesionmask_400.png
volume-17_350.png,segmentation-17_lesionmask_350.png
volume-115_365.png,segmentation-115_lesionmask_365.png
volume-95_509.png,segmentation-95_lesionmask_509.png
volume-99_37.png,segmentation-99_lesionmask_37.png
volume-98_549.png,segmentation-98_lesionmask_549.png
volume-51_139.png,segmentation-51_lesionmask_139.png
volume-117_517.png,segmentation-117_lesionmask_517.png
volume-130_397.png,segmentation-130_lesionmask_397.png
volume-130_524.png,segmentation-130_lesionmask_524.png
volume-21_338.png,segmentation-21_lesionmask_338.png
volume-17_390.png,segmentation-17_lesionmask_390.png
volume-127_289.png,segmentation-127_lesionmask_289.png
volume-9_60.png,segmentation-9_lesionmask_60.png
volume-122_240.png,segmentation-122_lesionmask_240.png
volume-97_467.png,segmentation-97_lesionmask_467.png
volume-57_347.png,segmentation-57_lesionmask_347.png
volume-117_350.png,segmentation-117_lesionmask_350.png
volume-16_285.png,segmentation-16_lesionmask_285.png
volume-96_147.png,segmentation-96_lesionmask_147.png
volume-105_899.png,segmentation-105_lesionmask_899.png
volume-17_399.png,segmentation-17_lesionmask_399.png
volume-26_385.png,segmentation-26_lesionmask_385.png
volume-3_0.png,segmentation-3_lesionmask_0.png
volume-107_268.png,segmentation-107_lesionmask_268.png
volume-76_120.png,segmentation-76_lesionmask_120.png
volume-97_482.png,segmentation-97_lesionmask_482.png
volume-27_290.png,segmentation-27_lesionmask_290.png
volume-89_257.png,segmentation-89_lesionmask_257.png
volume-128_255.png,segmentation-128_lesionmask_255.png
volume-1_71.png,segmentation-1_lesionmask_71.png
volume-100_370.png,segmentation-100_lesionmask_370.png
volume-97_357.png,segmentation-97_lesionmask_357.png
volume-11_373.png,segmentation-11_lesionmask_373.png
volume-68_81.png,segmentation-68_lesionmask_81.png
volume-98_564.png,segmentation-98_lesionmask_564.png
volume-56_155.png,segmentation-56_lesionmask_155.png
volume-59_123.png,segmentation-59_lesionmask_123.png
volume-123_277.png,segmentation-123_lesionmask_277.png
volume-80_24.png,segmentation-80_lesionmask_24.png
volume-107_20.png,segmentation-107_lesionmask_20.png
volume-16_356.png,segmentation-16_lesionmask_356.png
volume-76_151.png,segmentation-76_lesionmask_151.png
volume-62_132.png,segmentation-62_lesionmask_132.png
volume-128_4.png,segmentation-128_lesionmask_4.png
volume-10_470.png,segmentation-10_lesionmask_470.png
volume-10_8.png,segmentation-10_lesionmask_8.png
volume-110_446.png,segmentation-110_lesionmask_446.png
volume-127_587.png,segmentation-127_lesionmask_587.png
volume-96_619.png,segmentation-96_lesionmask_619.png
volume-27_431.png,segmentation-27_lesionmask_431.png
volume-90_261.png,segmentation-90_lesionmask_261.png
volume-27_426.png,segmentation-27_lesionmask_426.png
volume-106_277.png,segmentation-106_lesionmask_277.png
volume-114_698.png,segmentation-114_lesionmask_698.png
volume-33_60.png,segmentation-33_lesionmask_60.png
volume-93_298.png,segmentation-93_lesionmask_298.png
volume-92_511.png,segmentation-92_lesionmask_511.png
volume-99_562.png,segmentation-99_lesionmask_562.png
volume-128_201.png,segmentation-128_lesionmask_201.png
volume-114_452.png,segmentation-114_lesionmask_452.png
volume-6_367.png,segmentation-6_lesionmask_367.png
volume-103_93.png,segmentation-103_lesionmask_93.png
volume-128_475.png,segmentation-128_lesionmask_475.png
volume-52_127.png,segmentation-52_lesionmask_127.png
volume-101_510.png,segmentation-101_lesionmask_510.png
volume-129_298.png,segmentation-129_lesionmask_298.png
volume-39_146.png,segmentation-39_lesionmask_146.png
volume-117_524.png,segmentation-117_lesionmask_524.png
volume-95_590.png,segmentation-95_lesionmask_590.png
volume-44_99.png,segmentation-44_lesionmask_99.png
volume-65_423.png,segmentation-65_lesionmask_423.png
volume-53_70.png,segmentation-53_lesionmask_70.png
volume-9_477.png,segmentation-9_lesionmask_477.png
volume-8_468.png,segmentation-8_lesionmask_468.png
volume-107_387.png,segmentation-107_lesionmask_387.png
volume-10_455.png,segmentation-10_lesionmask_455.png
volume-111_55.png,segmentation-111_lesionmask_55.png
volume-108_442.png,segmentation-108_lesionmask_442.png
volume-96_504.png,segmentation-96_lesionmask_504.png
volume-8_93.png,segmentation-8_lesionmask_93.png
volume-128_469.png,segmentation-128_lesionmask_469.png
volume-117_514.png,segmentation-117_lesionmask_514.png
volume-102_347.png,segmentation-102_lesionmask_347.png
volume-115_417.png,segmentation-115_lesionmask_417.png
volume-117_482.png,segmentation-117_lesionmask_482.png
volume-11_295.png,segmentation-11_lesionmask_295.png
volume-33_54.png,segmentation-33_lesionmask_54.png
volume-130_475.png,segmentation-130_lesionmask_475.png
volume-17_422.png,segmentation-17_lesionmask_422.png
volume-84_485.png,segmentation-84_lesionmask_485.png
volume-25_344.png,segmentation-25_lesionmask_344.png
volume-80_153.png,segmentation-80_lesionmask_153.png
volume-48_144.png,segmentation-48_lesionmask_144.png
volume-119_189.png,segmentation-119_lesionmask_189.png
volume-128_573.png,segmentation-128_lesionmask_573.png
volume-7_387.png,segmentation-7_lesionmask_387.png
volume-117_304.png,segmentation-117_lesionmask_304.png
volume-68_34.png,segmentation-68_lesionmask_34.png
volume-17_385.png,segmentation-17_lesionmask_385.png
volume-30_13.png,segmentation-30_lesionmask_13.png
volume-104_723.png,segmentation-104_lesionmask_723.png
volume-16_635.png,segmentation-16_lesionmask_635.png
volume-76_134.png,segmentation-76_lesionmask_134.png
volume-90_383.png,segmentation-90_lesionmask_383.png
volume-100_185.png,segmentation-100_lesionmask_185.png
volume-12_419.png,segmentation-12_lesionmask_419.png
volume-48_229.png,segmentation-48_lesionmask_229.png
volume-93_444.png,segmentation-93_lesionmask_444.png
volume-121_387.png,segmentation-121_lesionmask_387.png
volume-109_416.png,segmentation-109_lesionmask_416.png
volume-130_429.png,segmentation-130_lesionmask_429.png
volume-100_567.png,segmentation-100_lesionmask_567.png
volume-8_367.png,segmentation-8_lesionmask_367.png
volume-90_470.png,segmentation-90_lesionmask_470.png
volume-113_530.png,segmentation-113_lesionmask_530.png
volume-27_516.png,segmentation-27_lesionmask_516.png
volume-94_534.png,segmentation-94_lesionmask_534.png
volume-98_602.png,segmentation-98_lesionmask_602.png
volume-6_353.png,segmentation-6_lesionmask_353.png
volume-89_619.png,segmentation-89_lesionmask_619.png
volume-93_77.png,segmentation-93_lesionmask_77.png
volume-108_500.png,segmentation-108_lesionmask_500.png
volume-20_472.png,segmentation-20_lesionmask_472.png
volume-7_443.png,segmentation-7_lesionmask_443.png
volume-4_587.png,segmentation-4_lesionmask_587.png
volume-91_553.png,segmentation-91_lesionmask_553.png
volume-109_262.png,segmentation-109_lesionmask_262.png
volume-26_375.png,segmentation-26_lesionmask_375.png
volume-56_152.png,segmentation-56_lesionmask_152.png
volume-84_467.png,segmentation-84_lesionmask_467.png
volume-4_457.png,segmentation-4_lesionmask_457.png
volume-48_0.png,segmentation-48_lesionmask_0.png
volume-58_18.png,segmentation-58_lesionmask_18.png
volume-100_113.png,segmentation-100_lesionmask_113.png
volume-95_537.png,segmentation-95_lesionmask_537.png
volume-33_85.png,segmentation-33_lesionmask_85.png
volume-81_60.png,segmentation-81_lesionmask_60.png
volume-120_178.png,segmentation-120_lesionmask_178.png
volume-124_224.png,segmentation-124_lesionmask_224.png
volume-4_500.png,segmentation-4_lesionmask_500.png
volume-18_519.png,segmentation-18_lesionmask_519.png
volume-83_658.png,segmentation-83_lesionmask_658.png
volume-94_693.png,segmentation-94_lesionmask_693.png
volume-91_207.png,segmentation-91_lesionmask_207.png
volume-92_460.png,segmentation-92_lesionmask_460.png
volume-91_386.png,segmentation-91_lesionmask_386.png
volume-55_45.png,segmentation-55_lesionmask_45.png
volume-27_671.png,segmentation-27_lesionmask_671.png
volume-33_53.png,segmentation-33_lesionmask_53.png
volume-21_381.png,segmentation-21_lesionmask_381.png
volume-6_514.png,segmentation-6_lesionmask_514.png
volume-104_377.png,segmentation-104_lesionmask_377.png
volume-19_415.png,segmentation-19_lesionmask_415.png
volume-49_123.png,segmentation-49_lesionmask_123.png
volume-113_72.png,segmentation-113_lesionmask_72.png
volume-82_453.png,segmentation-82_lesionmask_453.png
volume-88_571.png,segmentation-88_lesionmask_571.png
volume-84_569.png,segmentation-84_lesionmask_569.png
volume-129_156.png,segmentation-129_lesionmask_156.png
volume-20_235.png,segmentation-20_lesionmask_235.png
volume-9_162.png,segmentation-9_lesionmask_162.png
volume-21_203.png,segmentation-21_lesionmask_203.png
volume-104_584.png,segmentation-104_lesionmask_584.png
volume-6_359.png,segmentation-6_lesionmask_359.png
volume-115_216.png,segmentation-115_lesionmask_216.png
volume-116_637.png,segmentation-116_lesionmask_637.png
volume-108_466.png,segmentation-108_lesionmask_466.png
volume-39_118.png,segmentation-39_lesionmask_118.png
volume-107_360.png,segmentation-107_lesionmask_360.png
volume-96_494.png,segmentation-96_lesionmask_494.png
volume-124_209.png,segmentation-124_lesionmask_209.png
volume-104_467.png,segmentation-104_lesionmask_467.png
volume-90_606.png,segmentation-90_lesionmask_606.png
volume-40_73.png,segmentation-40_lesionmask_73.png
volume-117_405.png,segmentation-117_lesionmask_405.png
volume-78_141.png,segmentation-78_lesionmask_141.png
volume-101_537.png,segmentation-101_lesionmask_537.png
volume-16_429.png,segmentation-16_lesionmask_429.png
volume-37_92.png,segmentation-37_lesionmask_92.png
volume-128_564.png,segmentation-128_lesionmask_564.png
volume-122_168.png,segmentation-122_lesionmask_168.png
volume-85_422.png,segmentation-85_lesionmask_422.png
volume-20_504.png,segmentation-20_lesionmask_504.png
volume-77_75.png,segmentation-77_lesionmask_75.png
volume-52_40.png,segmentation-52_lesionmask_40.png
volume-0_56.png,segmentation-0_lesionmask_56.png
volume-19_62.png,segmentation-19_lesionmask_62.png
volume-15_328.png,segmentation-15_lesionmask_328.png
volume-116_625.png,segmentation-116_lesionmask_625.png
volume-11_418.png,segmentation-11_lesionmask_418.png
volume-20_572.png,segmentation-20_lesionmask_572.png
volume-93_357.png,segmentation-93_lesionmask_357.png
volume-56_213.png,segmentation-56_lesionmask_213.png
volume-129_148.png,segmentation-129_lesionmask_148.png
volume-104_284.png,segmentation-104_lesionmask_284.png
volume-100_495.png,segmentation-100_lesionmask_495.png
volume-115_176.png,segmentation-115_lesionmask_176.png
volume-9_411.png,segmentation-9_lesionmask_411.png
volume-21_370.png,segmentation-21_lesionmask_370.png
volume-15_354.png,segmentation-15_lesionmask_354.png
volume-104_413.png,segmentation-104_lesionmask_413.png
volume-4_455.png,segmentation-4_lesionmask_455.png
volume-128_476.png,segmentation-128_lesionmask_476.png
volume-52_44.png,segmentation-52_lesionmask_44.png
volume-30_187.png,segmentation-30_lesionmask_187.png
volume-107_234.png,segmentation-107_lesionmask_234.png
volume-97_627.png,segmentation-97_lesionmask_627.png
volume-130_236.png,segmentation-130_lesionmask_236.png
volume-14_238.png,segmentation-14_lesionmask_238.png
volume-3_499.png,segmentation-3_lesionmask_499.png
volume-97_562.png,segmentation-97_lesionmask_562.png
volume-118_207.png,segmentation-118_lesionmask_207.png
volume-14_358.png,segmentation-14_lesionmask_358.png
volume-26_351.png,segmentation-26_lesionmask_351.png
volume-110_463.png,segmentation-110_lesionmask_463.png
volume-128_99.png,segmentation-128_lesionmask_99.png
volume-106_743.png,segmentation-106_lesionmask_743.png
volume-89_84.png,segmentation-89_lesionmask_84.png
volume-109_347.png,segmentation-109_lesionmask_347.png
volume-2_360.png,segmentation-2_lesionmask_360.png
volume-113_423.png,segmentation-113_lesionmask_423.png
volume-18_613.png,segmentation-18_lesionmask_613.png
volume-128_364.png,segmentation-128_lesionmask_364.png
volume-113_807.png,segmentation-113_lesionmask_807.png
volume-114_218.png,segmentation-114_lesionmask_218.png
volume-27_829.png,segmentation-27_lesionmask_829.png
volume-127_128.png,segmentation-127_lesionmask_128.png
volume-130_442.png,segmentation-130_lesionmask_442.png
volume-94_463.png,segmentation-94_lesionmask_463.png
volume-129_171.png,segmentation-129_lesionmask_171.png
volume-61_155.png,segmentation-61_lesionmask_155.png
volume-110_411.png,segmentation-110_lesionmask_411.png
volume-100_506.png,segmentation-100_lesionmask_506.png
volume-4_358.png,segmentation-4_lesionmask_358.png
volume-128_419.png,segmentation-128_lesionmask_419.png
volume-71_73.png,segmentation-71_lesionmask_73.png
volume-124_243.png,segmentation-124_lesionmask_243.png
volume-6_352.png,segmentation-6_lesionmask_352.png
volume-98_502.png,segmentation-98_lesionmask_502.png
volume-82_22.png,segmentation-82_lesionmask_22.png
volume-128_479.png,segmentation-128_lesionmask_479.png
volume-3_368.png,segmentation-3_lesionmask_368.png
volume-27_501.png,segmentation-27_lesionmask_501.png
volume-116_891.png,segmentation-116_lesionmask_891.png
volume-119_367.png,segmentation-119_lesionmask_367.png
volume-100_507.png,segmentation-100_lesionmask_507.png
volume-101_527.png,segmentation-101_lesionmask_527.png
volume-106_641.png,segmentation-106_lesionmask_641.png
volume-105_133.png,segmentation-105_lesionmask_133.png
volume-107_334.png,segmentation-107_lesionmask_334.png
volume-2_373.png,segmentation-2_lesionmask_373.png
volume-26_450.png,segmentation-26_lesionmask_450.png
volume-96_85.png,segmentation-96_lesionmask_85.png
volume-130_562.png,segmentation-130_lesionmask_562.png
volume-17_380.png,segmentation-17_lesionmask_380.png
volume-6_93.png,segmentation-6_lesionmask_93.png
volume-108_35.png,segmentation-108_lesionmask_35.png
volume-64_189.png,segmentation-64_lesionmask_189.png
volume-10_406.png,segmentation-10_lesionmask_406.png
volume-58_171.png,segmentation-58_lesionmask_171.png
volume-99_585.png,segmentation-99_lesionmask_585.png
volume-104_334.png,segmentation-104_lesionmask_334.png
volume-104_294.png,segmentation-104_lesionmask_294.png
volume-14_163.png,segmentation-14_lesionmask_163.png
volume-100_436.png,segmentation-100_lesionmask_436.png
volume-21_366.png,segmentation-21_lesionmask_366.png
volume-71_74.png,segmentation-71_lesionmask_74.png
volume-108_465.png,segmentation-108_lesionmask_465.png
volume-27_450.png,segmentation-27_lesionmask_450.png
volume-128_520.png,segmentation-128_lesionmask_520.png
volume-119_140.png,segmentation-119_lesionmask_140.png
volume-96_454.png,segmentation-96_lesionmask_454.png
volume-117_530.png,segmentation-117_lesionmask_530.png
volume-39_249.png,segmentation-39_lesionmask_249.png
volume-14_477.png,segmentation-14_lesionmask_477.png
volume-18_539.png,segmentation-18_lesionmask_539.png
volume-28_84.png,segmentation-28_lesionmask_84.png
volume-51_128.png,segmentation-51_lesionmask_128.png
volume-52_97.png,segmentation-52_lesionmask_97.png
volume-88_361.png,segmentation-88_lesionmask_361.png
volume-4_380.png,segmentation-4_lesionmask_380.png
volume-10_342.png,segmentation-10_lesionmask_342.png
volume-35_102.png,segmentation-35_lesionmask_102.png
volume-3_515.png,segmentation-3_lesionmask_515.png
volume-3_407.png,segmentation-3_lesionmask_407.png
volume-116_852.png,segmentation-116_lesionmask_852.png
volume-118_229.png,segmentation-118_lesionmask_229.png
volume-105_493.png,segmentation-105_lesionmask_493.png
volume-97_101.png,segmentation-97_lesionmask_101.png
volume-129_62.png,segmentation-129_lesionmask_62.png
volume-117_508.png,segmentation-117_lesionmask_508.png
volume-114_626.png,segmentation-114_lesionmask_626.png
volume-3_426.png,segmentation-3_lesionmask_426.png
volume-86_471.png,segmentation-86_lesionmask_471.png
volume-113_460.png,segmentation-113_lesionmask_460.png
volume-107_761.png,segmentation-107_lesionmask_761.png
volume-93_472.png,segmentation-93_lesionmask_472.png
volume-46_53.png,segmentation-46_lesionmask_53.png
volume-7_367.png,segmentation-7_lesionmask_367.png
volume-27_841.png,segmentation-27_lesionmask_841.png
volume-65_386.png,segmentation-65_lesionmask_386.png
volume-5_476.png,segmentation-5_lesionmask_476.png
volume-98_626.png,segmentation-98_lesionmask_626.png
volume-127_221.png,segmentation-127_lesionmask_221.png
volume-108_490.png,segmentation-108_lesionmask_490.png
volume-13_332.png,segmentation-13_lesionmask_332.png
volume-49_141.png,segmentation-49_lesionmask_141.png
volume-18_349.png,segmentation-18_lesionmask_349.png
volume-93_478.png,segmentation-93_lesionmask_478.png
volume-107_342.png,segmentation-107_lesionmask_342.png
volume-125_289.png,segmentation-125_lesionmask_289.png
volume-116_610.png,segmentation-116_lesionmask_610.png
volume-115_738.png,segmentation-115_lesionmask_738.png
volume-56_217.png,segmentation-56_lesionmask_217.png
volume-119_336.png,segmentation-119_lesionmask_336.png
volume-87_334.png,segmentation-87_lesionmask_334.png
volume-107_326.png,segmentation-107_lesionmask_326.png
volume-64_222.png,segmentation-64_lesionmask_222.png
volume-52_146.png,segmentation-52_lesionmask_146.png
volume-47_110.png,segmentation-47_lesionmask_110.png
volume-115_347.png,segmentation-115_lesionmask_347.png
volume-93_590.png,segmentation-93_lesionmask_590.png
volume-11_285.png,segmentation-11_lesionmask_285.png
volume-109_551.png,segmentation-109_lesionmask_551.png
volume-109_326.png,segmentation-109_lesionmask_326.png
volume-101_127.png,segmentation-101_lesionmask_127.png
volume-92_700.png,segmentation-92_lesionmask_700.png
volume-82_380.png,segmentation-82_lesionmask_380.png
volume-4_405.png,segmentation-4_lesionmask_405.png
volume-130_570.png,segmentation-130_lesionmask_570.png
volume-108_450.png,segmentation-108_lesionmask_450.png
volume-126_24.png,segmentation-126_lesionmask_24.png
volume-95_253.png,segmentation-95_lesionmask_253.png
volume-23_151.png,segmentation-23_lesionmask_151.png
volume-16_419.png,segmentation-16_lesionmask_419.png
volume-130_549.png,segmentation-130_lesionmask_549.png
volume-102_500.png,segmentation-102_lesionmask_500.png
volume-86_119.png,segmentation-86_lesionmask_119.png
volume-111_389.png,segmentation-111_lesionmask_389.png
volume-84_454.png,segmentation-84_lesionmask_454.png
volume-97_598.png,segmentation-97_lesionmask_598.png
volume-20_5.png,segmentation-20_lesionmask_5.png
volume-113_512.png,segmentation-113_lesionmask_512.png
volume-125_218.png,segmentation-125_lesionmask_218.png
volume-116_165.png,segmentation-116_lesionmask_165.png
volume-13_390.png,segmentation-13_lesionmask_390.png
volume-29_75.png,segmentation-29_lesionmask_75.png
volume-103_509.png,segmentation-103_lesionmask_509.png
volume-84_445.png,segmentation-84_lesionmask_445.png
volume-113_560.png,segmentation-113_lesionmask_560.png
volume-89_665.png,segmentation-89_lesionmask_665.png
volume-26_371.png,segmentation-26_lesionmask_371.png
volume-117_465.png,segmentation-117_lesionmask_465.png
volume-123_83.png,segmentation-123_lesionmask_83.png
volume-96_651.png,segmentation-96_lesionmask_651.png
volume-24_25.png,segmentation-24_lesionmask_25.png
volume-86_605.png,segmentation-86_lesionmask_605.png
volume-104_379.png,segmentation-104_lesionmask_379.png
volume-2_113.png,segmentation-2_lesionmask_113.png
volume-92_550.png,segmentation-92_lesionmask_550.png
volume-109_411.png,segmentation-109_lesionmask_411.png
volume-110_589.png,segmentation-110_lesionmask_589.png
volume-67_100.png,segmentation-67_lesionmask_100.png
volume-56_149.png,segmentation-56_lesionmask_149.png
volume-90_465.png,segmentation-90_lesionmask_465.png
volume-113_214.png,segmentation-113_lesionmask_214.png
volume-96_462.png,segmentation-96_lesionmask_462.png
volume-117_337.png,segmentation-117_lesionmask_337.png
volume-108_596.png,segmentation-108_lesionmask_596.png
volume-7_74.png,segmentation-7_lesionmask_74.png
volume-12_162.png,segmentation-12_lesionmask_162.png
volume-47_37.png,segmentation-47_lesionmask_37.png
volume-27_439.png,segmentation-27_lesionmask_439.png
volume-12_379.png,segmentation-12_lesionmask_379.png
volume-25_323.png,segmentation-25_lesionmask_323.png
volume-128_429.png,segmentation-128_lesionmask_429.png
volume-127_504.png,segmentation-127_lesionmask_504.png
volume-23_330.png,segmentation-23_lesionmask_330.png
volume-113_462.png,segmentation-113_lesionmask_462.png
volume-108_420.png,segmentation-108_lesionmask_420.png
volume-87_106.png,segmentation-87_lesionmask_106.png
volume-24_202.png,segmentation-24_lesionmask_202.png
volume-116_52.png,segmentation-116_lesionmask_52.png
volume-83_4.png,segmentation-83_lesionmask_4.png
volume-93_399.png,segmentation-93_lesionmask_399.png
volume-16_566.png,segmentation-16_lesionmask_566.png
volume-97_545.png,segmentation-97_lesionmask_545.png
volume-123_266.png,segmentation-123_lesionmask_266.png
volume-92_244.png,segmentation-92_lesionmask_244.png
volume-104_349.png,segmentation-104_lesionmask_349.png
volume-88_63.png,segmentation-88_lesionmask_63.png
volume-127_14.png,segmentation-127_lesionmask_14.png
volume-4_550.png,segmentation-4_lesionmask_550.png
volume-117_460.png,segmentation-117_lesionmask_460.png
volume-100_679.png,segmentation-100_lesionmask_679.png
volume-118_255.png,segmentation-118_lesionmask_255.png
volume-16_425.png,segmentation-16_lesionmask_425.png
volume-119_351.png,segmentation-119_lesionmask_351.png
volume-83_244.png,segmentation-83_lesionmask_244.png
volume-109_332.png,segmentation-109_lesionmask_332.png
volume-86_382.png,segmentation-86_lesionmask_382.png
volume-94_381.png,segmentation-94_lesionmask_381.png
volume-110_451.png,segmentation-110_lesionmask_451.png
volume-19_24.png,segmentation-19_lesionmask_24.png
volume-109_339.png,segmentation-109_lesionmask_339.png
volume-104_322.png,segmentation-104_lesionmask_322.png
volume-93_319.png,segmentation-93_lesionmask_319.png
volume-82_353.png,segmentation-82_lesionmask_353.png
volume-110_402.png,segmentation-110_lesionmask_402.png
volume-87_178.png,segmentation-87_lesionmask_178.png
volume-108_421.png,segmentation-108_lesionmask_421.png
volume-21_352.png,segmentation-21_lesionmask_352.png
volume-99_42.png,segmentation-99_lesionmask_42.png
volume-62_94.png,segmentation-62_lesionmask_94.png
volume-0_59.png,segmentation-0_lesionmask_59.png
volume-8_424.png,segmentation-8_lesionmask_424.png
volume-30_5.png,segmentation-30_lesionmask_5.png
volume-76_98.png,segmentation-76_lesionmask_98.png
volume-45_40.png,segmentation-45_lesionmask_40.png
volume-109_444.png,segmentation-109_lesionmask_444.png
volume-107_384.png,segmentation-107_lesionmask_384.png
volume-23_351.png,segmentation-23_lesionmask_351.png
volume-129_212.png,segmentation-129_lesionmask_212.png
volume-110_487.png,segmentation-110_lesionmask_487.png
volume-5_459.png,segmentation-5_lesionmask_459.png
volume-90_437.png,segmentation-90_lesionmask_437.png
volume-96_449.png,segmentation-96_lesionmask_449.png
volume-127_686.png,segmentation-127_lesionmask_686.png
volume-88_461.png,segmentation-88_lesionmask_461.png
volume-127_846.png,segmentation-127_lesionmask_846.png
volume-17_253.png,segmentation-17_lesionmask_253.png
volume-33_66.png,segmentation-33_lesionmask_66.png
volume-97_566.png,segmentation-97_lesionmask_566.png
volume-43_104.png,segmentation-43_lesionmask_104.png
volume-10_323.png,segmentation-10_lesionmask_323.png
volume-97_104.png,segmentation-97_lesionmask_104.png
volume-91_685.png,segmentation-91_lesionmask_685.png
volume-108_607.png,segmentation-108_lesionmask_607.png
volume-121_306.png,segmentation-121_lesionmask_306.png
volume-114_261.png,segmentation-114_lesionmask_261.png
volume-64_193.png,segmentation-64_lesionmask_193.png
volume-12_66.png,segmentation-12_lesionmask_66.png
volume-88_382.png,segmentation-88_lesionmask_382.png
volume-108_770.png,segmentation-108_lesionmask_770.png
volume-128_94.png,segmentation-128_lesionmask_94.png
volume-101_425.png,segmentation-101_lesionmask_425.png
volume-84_424.png,segmentation-84_lesionmask_424.png
volume-7_399.png,segmentation-7_lesionmask_399.png
volume-113_443.png,segmentation-113_lesionmask_443.png
volume-26_390.png,segmentation-26_lesionmask_390.png
volume-84_693.png,segmentation-84_lesionmask_693.png
volume-61_167.png,segmentation-61_lesionmask_167.png
volume-10_44.png,segmentation-10_lesionmask_44.png
volume-89_189.png,segmentation-89_lesionmask_189.png
volume-16_444.png,segmentation-16_lesionmask_444.png
volume-118_372.png,segmentation-118_lesionmask_372.png
volume-13_150.png,segmentation-13_lesionmask_150.png
volume-2_375.png,segmentation-2_lesionmask_375.png
volume-107_25.png,segmentation-107_lesionmask_25.png
volume-13_603.png,segmentation-13_lesionmask_603.png
volume-91_636.png,segmentation-91_lesionmask_636.png
volume-27_751.png,segmentation-27_lesionmask_751.png
volume-111_371.png,segmentation-111_lesionmask_371.png
volume-6_131.png,segmentation-6_lesionmask_131.png
volume-112_28.png,segmentation-112_lesionmask_28.png
volume-33_109.png,segmentation-33_lesionmask_109.png
volume-67_18.png,segmentation-67_lesionmask_18.png
volume-49_136.png,segmentation-49_lesionmask_136.png
volume-100_423.png,segmentation-100_lesionmask_423.png
volume-92_559.png,segmentation-92_lesionmask_559.png
volume-122_281.png,segmentation-122_lesionmask_281.png
volume-27_423.png,segmentation-27_lesionmask_423.png
volume-111_368.png,segmentation-111_lesionmask_368.png
volume-84_529.png,segmentation-84_lesionmask_529.png
volume-93_146.png,segmentation-93_lesionmask_146.png
volume-18_73.png,segmentation-18_lesionmask_73.png
volume-84_393.png,segmentation-84_lesionmask_393.png
volume-85_29.png,segmentation-85_lesionmask_29.png
volume-19_214.png,segmentation-19_lesionmask_214.png
volume-78_104.png,segmentation-78_lesionmask_104.png
volume-94_621.png,segmentation-94_lesionmask_621.png
volume-104_358.png,segmentation-104_lesionmask_358.png
volume-100_344.png,segmentation-100_lesionmask_344.png
volume-102_496.png,segmentation-102_lesionmask_496.png
volume-123_289.png,segmentation-123_lesionmask_289.png
volume-52_128.png,segmentation-52_lesionmask_128.png
volume-129_238.png,segmentation-129_lesionmask_238.png
volume-27_622.png,segmentation-27_lesionmask_622.png
volume-130_221.png,segmentation-130_lesionmask_221.png
volume-60_77.png,segmentation-60_lesionmask_77.png
volume-111_321.png,segmentation-111_lesionmask_321.png
volume-84_492.png,segmentation-84_lesionmask_492.png
volume-82_393.png,segmentation-82_lesionmask_393.png
volume-100_623.png,segmentation-100_lesionmask_623.png
volume-96_461.png,segmentation-96_lesionmask_461.png
volume-124_227.png,segmentation-124_lesionmask_227.png
volume-40_95.png,segmentation-40_lesionmask_95.png
volume-128_488.png,segmentation-128_lesionmask_488.png
volume-115_10.png,segmentation-115_lesionmask_10.png
volume-4_435.png,segmentation-4_lesionmask_435.png
volume-108_529.png,segmentation-108_lesionmask_529.png
volume-58_196.png,segmentation-58_lesionmask_196.png
volume-11_407.png,segmentation-11_lesionmask_407.png
volume-93_311.png,segmentation-93_lesionmask_311.png
volume-82_459.png,segmentation-82_lesionmask_459.png
volume-86_334.png,segmentation-86_lesionmask_334.png
volume-70_273.png,segmentation-70_lesionmask_273.png
volume-27_391.png,segmentation-27_lesionmask_391.png
volume-25_519.png,segmentation-25_lesionmask_519.png
volume-98_156.png,segmentation-98_lesionmask_156.png
volume-21_414.png,segmentation-21_lesionmask_414.png
volume-108_123.png,segmentation-108_lesionmask_123.png
volume-120_300.png,segmentation-120_lesionmask_300.png
volume-27_384.png,segmentation-27_lesionmask_384.png
volume-94_391.png,segmentation-94_lesionmask_391.png
volume-108_375.png,segmentation-108_lesionmask_375.png
volume-4_511.png,segmentation-4_lesionmask_511.png
volume-4_520.png,segmentation-4_lesionmask_520.png
volume-128_561.png,segmentation-128_lesionmask_561.png
volume-124_238.png,segmentation-124_lesionmask_238.png
volume-14_452.png,segmentation-14_lesionmask_452.png
volume-94_563.png,segmentation-94_lesionmask_563.png
volume-127_815.png,segmentation-127_lesionmask_815.png
volume-8_202.png,segmentation-8_lesionmask_202.png
volume-5_351.png,segmentation-5_lesionmask_351.png
volume-93_563.png,segmentation-93_lesionmask_563.png
volume-101_609.png,segmentation-101_lesionmask_609.png
volume-23_267.png,segmentation-23_lesionmask_267.png
volume-101_446.png,segmentation-101_lesionmask_446.png
volume-12_1.png,segmentation-12_lesionmask_1.png
volume-104_303.png,segmentation-104_lesionmask_303.png
volume-21_186.png,segmentation-21_lesionmask_186.png
volume-11_3.png,segmentation-11_lesionmask_3.png
volume-95_321.png,segmentation-95_lesionmask_321.png
volume-130_567.png,segmentation-130_lesionmask_567.png
